"","ABSTRACT","ADDRESS","AUTHOR","BIBTEXKEY","BOOKTITLE","CATEGORY","CHAPTER","DOI","EDITOR","ISSN","JOURNAL","NUMBER","OPTKEYWORDS","OPTKEYWORDS.1","OPTNOTE","OPTURL","PAGES","PUBLISHER","SERIES","TITLE","VOLUME","YEAR","AUTHOR_1","AUTHOR_2","AUTHOR_3","AUTHOR_4","AUTHOR_5","AUTHOR_6","AUTHOR_7","AUTHOR_8","AUTHOR_9","AUTHOR_10","AUTHOR_11","AUTHOR_12","AUTHOR_13","AUTHOR_14","AUTHOR_15","AUTHOR_16","AUTHOR_17","AUTHOR_18","AUTHOR_19","AUTHOR_20","AUTHOR_21","AUTHOR_22","AUTHOR_23","AUTHOR_24","AUTHOR_25","AUTHOR_26","AUTHOR_27","AUTHOR_28","AUTHOR_29","AUTHOR_30","AUTHOR_31","AUTHOR_32","AUTHOR_33","AUTHOR_34","AUTHOR_35","AUTHOR_36","AUTHOR_37","AUTHOR_38","AUTHOR_39","AUTHOR_40","AUTHOR_41","AUTHOR_42","AUTHOR_43","AUTHOR_44","AUTHOR_45","AUTHOR_46","AUTHOR_47","AUTHOR_48","AUTHOR_49","AUTHOR_50","AUTHOR_51","AUTHOR_52","AUTHOR_53","AUTHOR_54","AUTHOR_55","AUTHOR_56","AUTHOR_57","AUTHOR_58","AUTHOR_59","AUTHOR_60","AUTHOR_61","AUTHOR_62","AUTHOR_63","AUTHOR_64"
"737",NA,NA,"Henderson, S. T. and  Pritchard, M. E.","Henderson+Pritchard2017",NA,"ARTICLE",NA,"10.1130/GES01203.1",NA,"1553-040X","Geosphere","6","PyLith",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1609), last updated on Sun, 17 Jun 2018 13:24:35 -0700","https://pubs.geoscienceworld.org/geosphere/article-lookup?doi=10.1130/GES01203.1","1834--1854",NA,NA,"Time-dependent deformation of Uturuncu volcano, Bolivia, constrained by GPS and InSAR measurements and implications for source models","13","2017","Henderson, S. T."," Pritchard, M. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",NA,NA,"Holden, L. and  Cas, R. and  Fournier, N. and  Ailleres, L.","Holden_etal2017",NA,"ARTICLE",NA,"10.1016/j.jvolgeores.2017.04.014",NA,"0377-0273","Journal of Volcanology and Geothermal Research",NA,"PyLith",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1450), last updated on Tue, 02 May 2017 09:15:51 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0377027317302470",NA,NA,NA,"Modelling ground deformation patterns associated with volcanic processes at the Okataina Volcanic Centre",NA,"2017","Holden, L."," Cas, R."," Fournier, N."," Ailleres, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",NA,NA,"Hutko, A. R. and  Bahavar, M. and  Trabant, C. and  Weekly, R. T. and  Fossen, M. V. and  Ahern, T.","Hutko_etal2017",NA,"ARTICLE",NA,"10.1785/0220160190",NA,"0895-0695","Seismological Research Letters","3","AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1452), last updated on Tue, 02 May 2017 09:19:41 -0700","http://srl.geoscienceworld.org/lookup/doi/10.1785/0220160190","892--903",NA,NA,"Data Products at the IRIS-DMC: Growth and Usage","88","2017","Hutko, A. R."," Bahavar, M."," Trabant, C."," Weekly, R. T."," Fossen, M. V."," Ahern, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","3D velocity models constitute a key element in strong ground motion modeling, for example, earthquake-hazard assessment. Their validation is typically based on modeling weak earthquakes with foci limited to depths greater than {\^A}~5 km. However, ruptures during moderate and large earthquakes can propagate to shallower depths (and eventually reach the surface). For such shallow sources, velocity models may not be validated with sufficient accuracy. In this respect, we conduct a series of tests based on the 2014 Mw 6.0 South Napa earthquake, which was characterized by a very shallow slip asperity, to assess the performance of the U.S. Geological Survey 3D San Francisco Bay area velocity model within 20-km fault distance. Our study indicates that the velocity model performs generally well with some exceptions, in which large-amplitude surface waves not present in the observed data are systematically excited. We conclude that more complex fault geometries or slightly deeper slip would not result in a better fit of the observed data. Contrarily, we demonstrate that smoothing the velocity model (i.e., reducing the strong velocity contrasts between basin fill and bedrock) effectively attenuates the spurious oscillations.Electronic Supplement:Description of the smoothing process, figures showing results for alternative fault geometry, other inversion tests and waveform comparisons, and a movie of wave propagation.",NA,"Imperatori, W. and  Gallovic, F.","Imperatori+Gallovic2017",NA,"ARTICLE",NA,"10.1785/0120160041",NA,NA,"Bulletin of the Seismological Society of America",NA,"SW4",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1410), last updated on Fri, 19 Jan 2018 20:37:52 -0800","http://www.bssaonline.org/content/early/2017/01/13/0120160041.abstract",NA,NA,NA,"Validation of 3D Velocity Models Using Earthquakes with Shallow Slip: Case Study of the 2014 Mw 6.0 South Napa, California, Event",NA,"2017","Imperatori, W."," Gallovic, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",NA,NA,"Johansen, H. and  Rodgers, A. and  Petersson, N. A. and  McCallen, D. and  Sjogreen, B. and  Miah, M.","Johansen_etal2017",NA,"ARTICLE",NA,"10.1109/MCSE.2017.3421558",NA,"1521-9615","Computing in Science \& Engineering","5","SW4",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1500), last updated on Thu, 07 Sep 2017 10:23:54 -0700","http://ieeexplore.ieee.org/document/8024093/","27--37",NA,NA,"Toward Exascale Earthquake Ground Motion Simulations for Near-Fault Engineering Analysis","19","2017","Johansen, H."," Rodgers, A."," Petersson, N. A."," McCallen, D."," Sjogreen, B."," Miah, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",NA,NA,"Kangchen Bai, Jean-Paul Ampuero","KangchenBai2017",NA,"ARTICLE",NA,"10.1002/2017JB014848",NA,NA,NA,NA,"SPECFEM3D",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1529), last updated on Tue, 21 Nov 2017 19:59:23 -0800","https://authors.library.caltech.edu/83217/1/jgrb52426.pdf",NA,NA,NA,"Effect of seismogenic depth and background stress on physical limits of earthquake rupture across fault step-overs",NA,"2017","Kangchen Bai, Jean-Paul Ampuero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",NA,NA,"Karimi, B.","Karimi2017",NA,"ARTICLE",NA,"10.1134/S0016852117060024",NA,"0016-8521","Geotectonics","6",NA,NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1543), last updated on Tue, 12 Dec 2017 08:36:23 -0800","http://link.springer.com/10.1134/S0016852117060024","653--667",NA,NA,"Stress modeling to determine the through-going active fault geometry of the Western North Anatolian Fault, Turkey","51","2017","Karimi, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",NA,NA,"Kasey W. Schultz, Michael K. Sachs","KaseyW.Schultz2017",NA,"ARTICLE",NA,"10.1007/1345_2015_134","Manabu Hashimoto","0939-9585",NA,NA,"Virtual Quake",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1402), last updated on Fri, 19 Jan 2018 20:39:20 -0800",NA,"29--37","Springer International Publishing",NA,"Virtual Quake: Statistics, Co-seismic Deformations and Gravity Changes for Driven Earthquake Fault Systems","145","2017","Kasey W. Schultz, Michael K. Sachs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","We present a comparison of long-period (30{\backslash}<T{\backslash}<500 s) 1-Hz Global Positioning System (GPS) observations recorded in Japan during the 2003 Tokachi-Oki megathrust event (25 September 2003, Mw{\^A}~8.3) with both very broadband seismograms and synthetic waveforms. We show that GPS provides valuable waveform data between 40 and 160{\^A}~s periods, especially in the near field of the earthquake where seismograms are saturated. There are no long-period broadband seismic data available in the near field of large earthquakes ({\textasciitilde}100 km for earthquakes Mw{\backslash}>7 and {\textasciitilde}500 km for earthquakes Mw{\backslash}>8). The comparison with synthetic seismic displacement waveforms shows that the GPS waveforms are performing well at periods of 40{\^A}--80{\^A}~s at epicentral distances between 150 and 600{\^A}~km and at periods of 80{\^A}--160{\^A}~s at epicentral distances between 150 and 400{\^A}~km. At longer periods and larger epicentral distances, the amplitudes do not always exceed the noise level ({\textasciitilde}2{\^A}--3 mm), but we still observe at selected GPS sites that the phase and the amplitude of the surface waves are of good quality, up to {\textasciitilde}1200 km. We conclude that GPS waveforms in the near field of a large event can be used for seismological applications. In this article, we recover the focal mechanism of the Tokachi-Oki event by inverting the GPS data recorded within 300{\^A}~km of the epicenter.",NA,"Kelevitz, K. and  Houli{\'e}, N. and  Giardini, D. and  Rothacher, M.","Kelevitz_etal2017",NA,"ARTICLE",NA,"10.1785/0120160338",NA,"0037-1106","Bulletin of the Seismological Society of America",NA,"SPECFEM3D GLOBE",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1469), last updated on Fri, 19 Jan 2018 20:50:52 -0800","http://bssa.geoscienceworld.org/content/early/2017/06/01/0120160338",NA,"Bulletin of the Seismological Society of America",NA,"Performance of High-Rate GPS Waveforms at Long Periods: Moment Tensor Inversion of the 2003 Mw~8.3 Tokachi-Oki Earthquake",NA,"2017","Kelevitz, K."," Houli{\'e}, N."," Giardini, D."," Rothacher, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",NA,NA,"Khan, S. and  van der Meijde, M. and  van der Werff, H. and  Shafique, M.","Khan_etal2017",NA,"ARTICLE",NA,"10.1785/0120160213",NA,NA,"Bulletin of the Seismological Society of America","5","SPECFEM3D GLOBE",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1511), last updated on Fri, 19 Jan 2018 20:55:27 -0800","+","2151",NA,NA,"Impact of Mesh and DEM Resolutions in SEM Simulation of 3D Seismic Response","107","2017","Khan, S."," van der Meijde, M."," van der Werff, H."," Shafique, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",NA,NA,"Koene, E. F. M. and  Robertsson, J. O. A. and  Broggini, F. and  Andersson, F.","Koene_etal2017",NA,"ARTICLE",NA,"10.1093/gji/ggx563",NA,"0956-540X","Geophysical Journal International",NA,"SPECFEM2D",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1546), last updated on Tue, 09 Jan 2018 10:22:15 -0800","http://academic.oup.com/gji/advance-article/doi/10.1093/gji/ggx563/4775130",NA,NA,NA,"Eliminating time dispersion from seismic wave modelling",NA,"2017","Koene, E. F. M."," Robertsson, J. O. A."," Broggini, F."," Andersson, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","We present a new webservice, Syngine, running at the Incorporated Research Institutions for Seismology Data Management Center (IRIS-DMC), that offers on-demand and custom-tailored seismograms served over HTTP. The free service produces full seismic waveforms, including effects like attenuation and anisotropy, that are calculated in commonly used spherically symmetric Earth models (preliminary reference Earth model [PREM], ak135-f, IASP91). Users can freely adjust sources and receivers, retrieve seismograms from finite sources, convolve with arbitrary source time functions, and download Green{\^a}s functions suitable for moment tensor inversions. Syngine extracts and processes seismograms in as fast as fractions of a second, making it suitable for applications demanding short iteration times and a large number of waveforms. For the first time, researchers without large computational resources or specialized knowledge can easily access high-quality, custom, broadband seismograms. In this article, we present the rational and basic principles of our method, including its limitations. Additionally, we demonstrate the features of Syngine and the included Earth models, showcase several applications, and discuss future possibilities.",NA,"Krischer, L. and  Hutko, A. R. and  van Driel, M. and  St{\""a}hler, S. and  Bahavar, M. and  Trabant, C. and  Nissen-Meyer, T.","Krischer_etal2017",NA,"ARTICLE",NA,"10.1785/0220160210",NA,"0895-0695","Seismological Research Letters",NA,"AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1445), last updated on Fri, 19 Jan 2018 20:58:53 -0800","http://srl.geoscienceworld.org/content/early/2017/04/17/0220160210",NA,"GeoScienceWorld",NA,"On-Demand Custom Broadband Synthetic Seismograms",NA,"2017","Krischer, L."," Hutko, A. R."," van Driel, M."," St{\""a}hler, S."," Bahavar, M."," Trabant, C."," Nissen-Meyer, T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",NA,"Oxford University","L. Lambrecht, A. Lamert","L.Lambrecht2017",NA,"ARTICLE",NA,"10.1093/gji/ggx494",NA,NA,"Geophysical Journal International",NA,"SPECFEM3D",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1528), last updated on Mon, 27 Nov 2017 12:53:00 -0800",NA,NA,NA,NA,"A nodal discontinuous Galerkin approach to 3D viscoelastic wave propagation in complex geological media",NA,"2017","L. Lambrecht, A. Lamert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",NA,NA,"Levandowski, W. and  Zellman, M. and  Briggs, R.","Levandowski_etal2017",NA,"ARTICLE",NA,"10.1038/ncomms14314",NA,NA,NA,NA,"PyLith",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1419), last updated on Fri, 19 Jan 2018 21:05:28 -0800","http://dx.doi.org/10.1038/ncomms14314","14314","The Author(s) SN -",NA,"Gravitational body forces focus North American intraplate earthquakes","8","2017","Levandowski, W."," Zellman, M."," Briggs, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",NA,NA,"Li, S. and  Moreno, M. and  Bedford, J. and  Rosenau, M. and  Heidbach, O. and  Melnick, D. and  Oncken, O.","Li_etal2017",NA,"ARTICLE",NA,"10.1002/2016GL071995",NA,"0094-8276","Geophysical Research Letters",NA,"PyLith",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1423), last updated on Mon, 06 Mar 2017 09:26:22 -0800","http://doi.wiley.com/10.1002/2016GL071995",NA,NA,NA,"Postseismic uplift of the Andes following the 2010 Maule earthquake: Implications for mantle rheology: Postseismic Deformation of Maule Earthquake",NA,"2017","Li, S."," Moreno, M."," Bedford, J."," Rosenau, M."," Heidbach, O."," Melnick, D."," Oncken, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Jet grouting technique is special in that the ground becomes highly heterogeneous after installing the improvement columns. The surface wave method was recently shown to hold good promise to assess the average property of the improved ground and evaluate the area replacement ratio. Even though the improved ground was highly heterogeneous along the seismic survey line, the surface wave method worked well and yielded a homogenized shear wave velocity profile. The increase of shear wave velocity after ground improvement was found to be correlated with the area replacement ratio. This study further examined the quantitative relation between the percentage increase of shear wave velocity and the area replacement ratio. The effect of offline sampling (perpendicular to survey direction) was also investigated. 3D spectral element method was utilized for the numerical investigation. Numerical results show that the offline sampling range is about 75\%-85\% of the wavelength. Hence, it should be noted when planning survey lines. Furthermore, a positive correlation between replacement ratio and velocity increase exist and the difference caused by the velocity contrast between soils and improved columns could be neglected as the velocity contrast becomes greater than about 5. An empirical predictive model between the velocity increase percentage and area replacement ratio was established based on the numerical simulations.",NA,"Lin, C-P and  Lin, C-H and  Chang, Y-C and  Chien, C-J","Lin_etal2017","Grouting 2017","INPROCEEDINGS",NA,"10.1061/9780784480809.008",NA,NA,NA,NA,"SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1481), last updated on Fri, 19 Jan 2018 20:13:13 -0800","http://ascelibrary.org/doi/abs/10.1061/9780784480809.008",NA,NA,NA,"Quantitative Interpretation of Surface Wave Testing for Assessment of Ground Improvement by Jet Grouting",NA,"2017","Lin, C-P"," Lin, C-H"," Chang, Y-C"," Chien, C-J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",NA,NA,"Liu, S. and  Yang, D. and  Dong, X. and  Liu, Q. and  Zheng, Y.","Liu_etal2017",NA,"ARTICLE",NA,"10.5194/se-8-969-2017",NA,"1869-9529","Solid Earth","5","SPECFEM3D GLOBE",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1510), last updated on Tue, 03 Oct 2017 09:38:30 -0700","https://www.solid-earth.net/8/969/2017/","969--986",NA,NA,"Element-by-element parallel spectral-element methods for 3-D teleseismic wave modeling","8","2017","Liu, S."," Yang, D."," Dong, X."," Liu, Q."," Zheng, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Normal-mode summation is the most rapidly used method in calculating synthetic seismograms. However, normal-mode summation is mostly applied to point sources. For earthquakes triggered by faults extending for as long as several 100{\^A}~km, the seismic waves are usually simulated by point source summation. In this paper, we attempt to follow a different route, i.e., directly calculate the excitation of each mode, and use normal-mode summation to obtain the seismogram. Furthermore, we assume the finite source to be a {\^a}line source{\^a} and numerically calculate the transverse component of synthetic seismograms for vertical strike-slip faults. Finally, we analyze the features in the Love waves excited by finite faults.",NA,"Liu, T. and  Zhang, H.","Liu+Zhang2017",NA,"ARTICLE",NA,"10.1007/s11589-017-0188-1",NA,"1867-8777","Earthquake Science",NA,"Mineos",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1498), last updated on Tue, 05 Sep 2017 11:05:15 -0700","https://doi.org/10.1007/s11589-017-0188-1",NA,NA,NA,"Synthetic seismograms for finite sources in spherically symmetric Earth using normal-mode summation",NA,"2017","Liu, T."," Zhang, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",NA,NA,"Liu, Y. and  Niu, F. and  Chen, M. and  Yang, W.","Liu_etal2017_2",NA,"ARTICLE",NA,"10.1016/j.epsl.2016.12.029",NA,"0012821X","Earth and Planetary Science Letters",NA,"SPECFEM3D Cartesian","Flexwin","exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1406), last updated on Thu, 12 Jan 2017 09:30:03 -0800","http://linkinghub.elsevier.com/retrieve/pii/S0012821X16307427","20--29",NA,NA,"3-D crustal and uppermost mantle structure beneath NE China revealed by ambient noise adjoint tomography","461","2017","Liu, Y."," Niu, F."," Chen, M."," Yang, W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",NA,NA,"Lloyd, S. and  Jeong, C. and  Gharti, H. N. and  Tromp, J.","Lloyd_etal2017",NA,"ARTICLE",NA,"10.1121/1.4987453",NA,"0001-4966","The Journal of the Acoustical Society of America","5","SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1476), last updated on Mon, 03 Jul 2017 09:14:17 -0700","http://asa.scitation.org/doi/10.1121/1.4987453","3531",NA,NA,"Computation of acoustic wave responses due to moving underwater acoustic sources in complex underwater environments using a spectral element method","141","2017","Lloyd, S."," Jeong, C."," Gharti, H. N."," Tromp, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",NA,NA,"Lorscheid, T. and  Stocchi, P. and  Casella, E. and  G{\'o}mez-Pujol, L. and  Vacchi, M. and  Mann, T. and  Rovere, A.","Lorscheid_etal2017",NA,"ARTICLE",NA,"10.1016/j.palaeo.2017.02.028",NA,"0031-0182","Palaeogeography, Palaeoclimatology, Palaeoecology",NA,"SELEN",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1424), last updated on Mon, 06 Mar 2017 09:32:05 -0800","http://linkinghub.elsevier.com/retrieve/pii/S0031018216303753","94--107",NA,NA,"Paleo sea-level changes and relative sea-level indicators: Precise measurements, indicative meaning and glacial isostatic adjustment perspectives from Mallorca (Western Mediterranean)","473","2017","Lorscheid, T."," Stocchi, P."," Casella, E."," G{\'o}mez-Pujol, L."," Vacchi, M."," Mann, T."," Rovere, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",NA,NA,"Magni, V. and  Allen, M. B. and  van Hunen, J. and  Bouilhol, P.","Magni_etal2017",NA,"ARTICLE",NA,"10.1016/j.epsl.2017.06.017",NA,"0012821X","Earth and Planetary Science Letters",NA,"CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1479), last updated on Thu, 06 Jul 2017 13:37:53 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X17303278","59--67",NA,NA,"Continental underplating after slab break-off","474","2017","Magni, V."," Allen, M. B."," van Hunen, J."," Bouilhol, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
